,rest_wave,flux
0,98.8988,1.0058834014576991e-12
1,102.1592,-1.1312354062835483e-15
2,104.33279999999999,-1.900538401856585e-17
3,106.5064,6.896066942758549e-17
4,108.67999999999999,8.788194892593576e-18
5,110.8536,-6.801285652023589e-17
6,113.0272,-1.9874166099598237e-17
7,115.2008,4.1056496851392004e-17
8,117.3744,-3.248018955259864e-17
9,119.548,1.1400241931756882e-17
10,123.8952,-9.198116551526612e-18
11,128.2424,-1.677094209565454e-17
12,131.5028,7.391121534369482e-18
13,135.85,-8.271112016061146e-18
14,138.0236,3.54342704311623e-18
15,139.1104,-6.01638531210358e-18
16,142.3708,-4.858126399081857e-19
17,143.45759999999999,-5.2130521538050904e-18
18,145.6312,3.510417353109358e-18
19,148.8916,-3.016307307669717e-18
20,152.152,9.334138914901611e-19
21,155.4124,1.4343570068945404e-18
22,159.7596,2.7287316771240083e-19
23,164.1068,4.0513378091182807e-19
24,168.454,2.49525507224808e-20
25,172.8012,6.458249951742604e-20
26,176.0616,-1.2916751950707527e-19
27,180.40879999999999,-7.662362327858329e-19
28,184.756,-1.0299863196987956e-18
29,188.0164,-4.598839002319959e-19
30,192.3636,-7.35423347625312e-19
31,195.624,-4.898320814721484e-19
32,197.7976,-1.0265565773403432e-18
33,202.1448,1.581325920394633e-18
34,207.5788,3.337749071390783e-19
35,210.8392,-9.99613038552314e-19
36,215.1864,-1.1020042929835045e-18
37,219.5336,-2.5751887907378885e-19
38,222.794,-1.008566194509161e-18
39,228.228,-2.5591938671372923e-19
40,234.7488,1.9410207588184544e-18
41,239.096,-1.3550457873714697e-18
42,242.3564,-1.253888682004919e-18
43,246.7036,-9.16209809269713e-19
44,249.964,-1.9989985976072954e-18
45,254.31119999999999,-1.3660652068363485e-18
46,260.832,1.6974479010280261e-18
47,267.3528,-4.161150485371197e-19
48,273.8736,-1.1093870009695808e-18
49,279.3076,4.747579481986057e-19
50,282.568,-1.0484744129773858e-18
51,286.91519999999997,1.0499223691026416e-18
52,292.3492,-8.486205435841695e-19
53,297.7832,1.2929496629536105e-18
54,303.2172,-6.956510181991048e-19
55,308.6512,-8.553876596783966e-19
56,315.17199999999997,1.195137261951714e-20
57,321.6928,1.4976136021150208e-19
58,327.1268,-1.5789061579176252e-19
59,334.7344,-8.783761733328523e-19
60,345.6024,4.057558552294443e-19
61,356.4704,4.846129162262053e-19
62,367.3384,1.106922121373769e-19
63,378.2064,8.513731089325099e-20
64,387.9876,1.5645458563309686e-19
65,397.7688,1.4148148932140039e-18
66,407.55,4.5660767845898845e-18
67,418.418,1.1482747417779896e-17
68,429.286,3.5001188703351546e-17
69,440.154,8.369831388745725e-17
70,449.9352,1.721140578316862e-16
71,458.6296,3.0323355163836115e-16
72,467.324,5.222602604934429e-16
73,479.2788,9.719374245405462e-16
74,490.1468,1.7318120737283555e-15
75,499.928,2.654944549138803e-15
76,510.796,4.145012004846235e-15
77,521.664,6.116493826828489e-15
78,532.532,8.735269151206338e-15
79,543.4,1.2234860831501867e-14
80,549.9208,1.4628432752919274e-14
81,556.4416,1.688672548437972e-14
82,565.136,2.1928034587830686e-14
83,576.004,2.7880659923185277e-14
84,586.872,3.349114030892973e-14
85,597.74,4.025659492559246e-14
86,608.608,5.131737018477443e-14
87,619.476,6.036865004427663e-14
88,630.3439999999999,7.046071710956107e-14
89,641.212,8.147935700604233e-14
90,652.08,9.154197302539154e-14
91,662.948,1.0318095603607652e-13
92,673.816,1.166613275426065e-13
93,684.684,1.3052092591381704e-13
94,695.552,1.4003739183842017e-13
95,706.42,1.5318796577006055e-13
96,715.1144,1.6270199698976345e-13
97,722.722,1.7187389894587537e-13
98,733.59,1.8493136901255733e-13
99,744.458,1.9682475303352443e-13
100,755.326,2.0783978202309116e-13
101,766.194,2.2208435048195318e-13
102,778.1487999999999,2.3376036532196737e-13
103,789.0168,2.4490659763308727e-13
104,798.798,2.5470577124661856e-13
105,809.6659999999999,2.649861456990324e-13
106,820.534,2.729420494604349e-13
107,831.402,2.5024868083932145e-13
108,842.27,2.914477922264769e-13
109,853.138,2.937755369961861e-13
110,864.006,3.1373112595058316e-13
111,874.874,3.2328009225623285e-13
112,885.742,3.3074252476749334e-13
113,896.61,3.3767931242326697e-13
114,907.478,3.3940929023283633e-13
115,918.346,3.56135680569015e-13
116,929.2139999999999,3.615506595409865e-13
117,940.082,3.726700070718981e-13
118,950.95,3.8131073798767244e-13
119,961.818,3.948130429392067e-13
120,972.686,4.156211335480728e-13
121,983.554,1.2811827697666092e-12
122,994.422,2.309799016886519e-11
123,1005.29,2.144648633291947e-11
124,1016.158,2.6254821240185786e-11
125,1027.026,2.69476948169181e-11
126,1037.894,3.217351626682829e-11
127,1048.762,3.45027252899088e-11
128,1059.6299999999999,2.471186911333375e-11
129,1070.498,4.3995834046612496e-11
130,1081.366,5.571113024861275e-11
131,1092.234,5.688082194034125e-11
132,1103.102,4.224470101213867e-11
133,1113.97,2.759531421229979e-11
134,1124.838,3.9446260006042085e-11
135,1135.706,6.830233335669453e-11
136,1146.574,1.0367657276827563e-10
137,1157.442,1.2338047475340517e-10
138,1168.31,1.4954602347526373e-10
139,1179.1779999999999,1.584858934514884e-10
140,1190.046,1.7065022206750325e-10
141,1200.914,2.2224458071833596e-10
142,1211.782,2.375869951760672e-10
143,1222.65,2.3583429113062317e-10
144,1233.518,2.5341649973637347e-10
145,1244.386,2.321474162158507e-10
146,1255.254,2.0898848037782694e-10
147,1266.122,1.970119130319357e-10
148,1276.99,1.6458664162982735e-10
149,1287.858,1.5469239184626765e-10
150,1298.7259999999999,1.54606231593287e-10
151,1309.594,1.8023589734961597e-10
152,1320.462,1.90093827254064e-10
153,1331.33,1.8797765991949702e-10
154,1342.198,1.678528176330153e-10
155,1353.066,1.7128562035572736e-10
156,1363.934,1.9628606248741679e-10
157,1374.802,2.0427766255877772e-10
158,1385.67,3.015520576574402e-10
159,1396.538,3.8189667509143486e-10
160,1407.406,4.1870981855575027e-10
161,1418.274,4.1902942569225486e-10
162,1429.142,4.986975847770492e-10
163,1440.01,5.372729831090503e-10
164,1450.878,5.591909230288032e-10
165,1461.746,6.150804307091083e-10
166,1472.614,6.048890674188227e-10
167,1483.482,6.032456988887274e-10
168,1494.35,6.409444978875097e-10
169,1505.218,6.653907768408894e-10
170,1516.086,6.923369276619599e-10
171,1526.954,7.024368628094128e-10
172,1537.822,6.947077973629377e-10
173,1548.69,7.123037570078998e-10
174,1559.558,6.929507306562528e-10
175,1567.1656,7.4207666801359e-10
176,1572.5996,7.592798736683242e-10
177,1581.294,7.708476684464773e-10
178,1592.162,7.541807087135694e-10
179,1603.03,7.606556864070308e-10
180,1613.898,7.772250296891923e-10
181,1624.766,7.966987779206757e-10
182,1635.634,8.168299361256646e-10
183,1643.2416,8.10478216767878e-10
184,1648.6756,8.274601944390595e-10
185,1657.37,7.977642524695552e-10
186,1668.238,7.891905317042604e-10
187,1679.106,8.36740313929889e-10
188,1689.974,8.207757838712562e-10
189,1700.8419999999999,7.813127177319243e-10
190,1711.71,8.303500107234744e-10
191,1722.578,8.67438610018078e-10
192,1733.446,9.024005134300096e-10
193,1744.314,8.754708610352398e-10
194,1755.182,8.880643505048548e-10
195,1766.05,8.546009867628706e-10
196,1776.918,8.840861890131868e-10
197,1787.786,9.063456923934185e-10
198,1798.654,8.382555121083771e-10
199,1809.522,9.247729303449073e-10
200,1817.1296,8.688359697036937e-10
201,1822.5636,9.1406668184574e-10
202,1831.258,9.59028006473254e-10
203,1842.126,9.315569891772403e-10
204,1852.994,9.334460712572858e-10
205,1863.862,9.571542371816974e-10
206,1874.73,9.575245840912212e-10
207,1885.598,9.947357978074127e-10
208,1896.466,9.878932288093996e-10
209,1907.334,1.0212561548357569e-09
210,1918.202,9.678657609247404e-10
211,1929.07,1.0307931006162474e-09
212,1939.9379999999999,1.0385753399922622e-09
213,1950.806,1.078576571987261e-09
214,1961.674,1.0816860906860458e-09
215,1972.542,1.08006289220865e-09
216,1983.41,1.0677463909888386e-09
217,1994.278,1.0714879469773374e-09
218,2005.146,1.0426514227950466e-09
219,2016.014,1.071821770779176e-09
220,2026.882,1.091489919344036e-09
221,2037.75,1.115143257477296e-09
222,2048.618,1.1258213497145552e-09
223,2059.486,1.1335934585842908e-09
224,2070.354,1.1296616263955061e-09
225,2081.2219999999998,1.1437803526873744e-09
226,2092.09,1.1571458960796375e-09
227,2102.958,1.139784527740039e-09
228,2113.826,1.191991987588641e-09
229,2124.694,1.1996531429502414e-09
230,2137.7356,1.223052490555011e-09
231,2147.5168,1.2146383629366105e-09
232,2156.2112,1.2155338398629486e-09
233,2168.166,1.2118511569931922e-09
234,2179.034,1.2028096737491003e-09
235,2189.902,1.1927963365383561e-09
236,2200.77,1.1962995341604981e-09
237,2211.638,1.2355004290516428e-09
238,2222.506,1.258344067970154e-09
239,2233.374,1.2424149901028801e-09
240,2244.242,1.2503305227172734e-09
241,2254.0232,1.2900970395671339e-09
242,2258.3704,1.3077303416562371e-09
243,2265.978,1.3149131052812822e-09
244,2276.846,1.2998652857003953e-09
245,2287.714,1.3017098942520185e-09
246,2298.582,1.3155228159269562e-09
247,2309.45,1.3181005419018935e-09
248,2320.3179999999998,1.2723345131484834e-09
249,2331.186,1.3367074084224393e-09
250,2342.054,1.3389895555570622e-09
251,2352.922,1.3107110275328329e-09
252,2363.79,1.3156162412192438e-09
253,2374.658,1.343763726385184e-09
254,2385.526,1.395159942884726e-09
255,2396.394,1.3703252574334028e-09
256,2407.262,1.3266396261793411e-09
257,2418.13,1.3410417365149889e-09
258,2428.998,1.4290526995614737e-09
259,2439.866,1.38527184921689e-09
260,2450.734,1.3530725330988933e-09
261,2461.602,1.3496781707020753e-09
262,2472.47,1.4126153020313879e-09
263,2483.338,1.451232282393748e-09
264,2494.206,1.4156317404624908e-09
265,2505.074,1.4396279243562718e-09
266,2515.942,1.424933285765782e-09
267,2526.81,1.326719258933774e-09
268,2537.678,1.3956496926094385e-09
269,2548.546,1.3394944857909138e-09
270,2559.4139999999998,1.4367256721206e-09
271,2570.282,1.3684776928180133e-09
272,2581.15,1.4145639924071267e-09
273,2592.018,1.325047601742319e-09
274,2602.886,1.392092949760375e-09
275,2613.754,1.3860469041972991e-09
276,2624.622,1.4224994812001232e-09
277,2635.49,1.5089344906327783e-09
278,2646.358,1.4936788244994068e-09
279,2657.226,1.550213357104272e-09
280,2668.094,1.5482404482968413e-09
281,2678.962,1.5392416399294918e-09
282,2689.83,1.5049150478987076e-09
283,2700.698,1.5190501661833123e-09
284,2711.566,1.5212512240330278e-09
285,2722.434,1.6242842631968143e-09
286,2731.1284,1.5299721825593394e-09
287,2736.5624,1.4974570353276982e-09
288,2744.17,1.4606838555004603e-09
289,2755.038,1.4896104813998262e-09
290,2765.906,1.5241203204004364e-09
291,2776.774,1.6167688192840428e-09
292,2787.642,1.614916611026497e-09
293,2798.5099999999998,1.6843356510425433e-09
294,2809.378,1.6967827595324691e-09
295,2820.246,1.686046273159263e-09
296,2831.114,1.644920776419007e-09
297,2841.982,1.6362545101945877e-09
298,2852.85,1.7111590207519869e-09
299,2863.718,1.7925063274724465e-09
300,2874.586,1.958750474230212e-09
301,2885.454,2.0021201462962498e-09
302,2896.322,1.9329270519046633e-09
303,2907.19,1.9851536119075534e-09
304,2918.058,2.0261728171469296e-09
305,2928.926,1.9537817211278815e-09
306,2939.794,1.976451490791876e-09
307,2950.662,1.9158679360668404e-09
308,2961.5299999999997,1.922947026280033e-09
309,2972.398,1.9937915352663947e-09
310,2983.266,1.798213235026121e-09
311,2994.134,1.8675354899540426e-09
312,3005.002,1.9767717642627355e-09
313,3015.87,2.047299661703512e-09
314,3026.738,1.9286598509739913e-09
315,3037.6059999999998,1.565906969157664e-09
316,3048.474,1.676242869914864e-09
317,3059.342,2.1200091657537777e-09
318,3070.21,2.2261735678191834e-09
319,3081.078,2.2024385454071694e-09
320,3091.946,2.1452530768577223e-09
321,3102.814,2.0528573601447766e-09
322,3113.682,2.226323482156439e-09
323,3124.55,2.2757277470466447e-09
324,3135.418,2.2975844584446774e-09
325,3146.286,2.328668505771938e-09
326,3162.588,2.4702975193506634e-09
327,3184.324,2.4567970158921462e-09
328,3206.06,2.4686411205016547e-09
