wavelength flux fluxe
3.748642078855372347e+03 5.512324726232723515e-01 1.374665094498118245e+00
3.749720667821415645e+03 2.602051836713382027e+00 1.454114817476104493e+00
3.750799019330395367e+03 1.216005622129405772e+00 1.400012676382273114e+00
3.751877568498801793e+03 2.733595959160811439e+00 1.434932907274214964e+00
3.752957053380209800e+03 7.136826168436314344e-01 1.301518173289999858e+00
3.754034585927058288e+03 2.778879402739258264e+00 1.427615786895110706e+00
3.755113116739392808e+03 4.280976354568292841e+00 1.493780985333887701e+00
3.756191967493713037e+03 3.188973552588675542e+00 1.421734624443098616e+00
3.757270358066044537e+03 3.601413105567312645e+00 1.370067389939727764e+00
3.758349125216937864e+03 5.526138813069234601e+00 1.463306837392698734e+00
3.759427792491654145e+03 3.119087873561940949e+00 1.325810434859015174e+00
3.760506493251606571e+03 1.981602504341966942e+00 1.281907297651663447e+00
3.761585210294981607e+03 -9.031472801952397100e-01 1.117163805879187954e+00
3.762663926753489250e+03 1.966125822101565834e+00 1.212629882784849178e+00
3.763742818022656138e+03 4.208907161065909008e+00 1.287606194922166436e+00
3.764821620409650677e+03 3.651353156794716170e+00 1.279810887038371314e+00
3.765900526911507313e+03 2.184953466658696719e+00 1.230005499139359193e+00
3.766979390050492839e+03 2.465914031447426158e+00 1.223864497732877643e+00
3.768058299119146795e+03 8.027017495439577877e-01 1.105690063365269316e+00
3.769137168074783858e+03 2.324623324041816375e+00 1.182612286510132726e+00
3.770216184023076949e+03 2.039366715697243926e+00 1.175037101762128389e+00
3.771295104280513897e+03 2.810589992231989687e+00 1.232958893210420515e+00
3.772374213722676359e+03 5.734136027627411814e+00 1.370016197345832687e+00
3.773453243190148441e+03 4.932577873877256991e+00 1.369511482238062738e+00
3.774532366905520121e+03 2.615812687746819520e+00 1.288767051231096694e+00
3.775611525824440832e+03 1.660932253702401606e+00 1.158936722743913128e+00
3.776690594319510637e+03 2.838735154768016411e+00 1.267341438250720431e+00
3.777769814654267520e+03 1.304188178716581215e+00 1.220474597109789894e+00
3.778848708206336596e+03 1.385022634055986135e+00 1.187769136604417852e+00
3.779928194834874830e+03 2.459222044130152884e+00 1.197589639060862021e+00
3.781006689048197131e+03 4.863023831741365655e+00 1.227610326692187837e+00
3.782086810412703471e+03 -8.393119658889036661e-02 1.044718281032343432e+00
3.783166148710221933e+03 1.506595150409440587e+00 1.104835668379298808e+00
