wavelength flux err
5.151000000000000000e+03 4.472991791358327807e-01 1.367490714871454072e-02
5.152000000000000000e+03 4.243146943998117315e-01 1.341831873667787868e-02
5.153000000000000000e+03 4.192595739155646761e-01 1.373444635629939709e-02
5.154000000000000000e+03 4.383315924573394917e-01 1.357834837854500834e-02
5.155000000000000000e+03 4.350339223030708080e-01 1.369120360178169640e-02
5.156000000000000000e+03 4.291337644651319061e-01 1.341679200913488933e-02
5.157000000000000000e+03 4.150346858019152707e-01 1.353738578119299645e-02
5.158000000000000000e+03 4.257102733826560459e-01 1.358044590574994208e-02
5.159000000000000000e+03 4.322066860631725294e-01 1.356398459871690880e-02
5.160000000000000000e+03 4.291445241943409039e-01 1.360577010667518918e-02
5.161000000000000000e+03 4.383414070356358994e-01 1.360826257162733172e-02
5.162000000000000000e+03 4.395273107461315498e-01 1.347501016463761338e-02
5.163000000000000000e+03 4.314572101204767751e-01 1.332041514350669129e-02
5.164000000000000000e+03 4.311158076275134476e-01 1.351599428003827548e-02
5.165000000000000000e+03 4.363918411719233670e-01 1.341147014404957261e-02
5.166000000000000000e+03 4.324192369484549658e-01 1.315156784915475635e-02
5.167000000000000000e+03 4.178914033719011156e-01 1.320172460693870044e-02
5.168000000000000000e+03 4.211548297111231687e-01 1.323996415093423029e-02
5.169000000000000000e+03 4.263002159280026016e-01 1.322455374702747460e-02
5.170000000000000000e+03 4.256126116873270027e-01 1.320740566239627344e-02
5.171000000000000000e+03 4.312294886080165202e-01 1.315973408002926379e-02
5.172000000000000000e+03 4.407973554817489759e-01 1.309404236248336642e-02
5.173000000000000000e+03 4.339389486061794865e-01 1.313502286797726092e-02
5.174000000000000000e+03 4.371227160927129152e-01 1.310177196630155083e-02
5.175000000000000000e+03 4.269784581216866659e-01 1.304152880843220154e-02
5.176000000000000000e+03 4.063052266206272911e-01 1.339365798220589800e-02
5.177000000000000000e+03 4.178729385949523367e-01 1.342249773460354144e-02
5.178000000000000000e+03 4.186908900511547849e-01 1.330668130705045353e-02
5.179000000000000000e+03 4.100844837325789971e-01 1.328297500210719878e-02
5.180000000000000000e+03 4.123270508279909263e-01 1.326376847956193400e-02
5.181000000000000000e+03 4.156843504934303324e-01 1.313688908957017995e-02
5.182000000000000000e+03 4.174178378050783511e-01 1.312501902840578806e-02
5.183000000000000000e+03 4.438385198370303208e-01 1.315621076845764278e-02
5.184000000000000000e+03 4.461842279856468862e-01 1.291538333681025753e-02
5.185000000000000000e+03 4.185619665900779385e-01 1.296778193944202011e-02
5.186000000000000000e+03 4.093926361087882881e-01 1.313686886924570613e-02
5.187000000000000000e+03 4.225785903650214892e-01 1.337762221280558786e-02
5.188000000000000000e+03 4.222157215588837609e-01 1.343040814949351437e-02
5.189000000000000000e+03 4.289677766873520315e-01 1.333644892155451400e-02
5.190000000000000000e+03 4.183953813631944296e-01 1.326983617360370446e-02
5.191000000000000000e+03 4.143025560121457729e-01 1.335064447360284276e-02
5.192000000000000000e+03 4.232593141880999776e-01 1.341508621336473701e-02
5.193000000000000000e+03 4.428631257152176315e-01 1.335392689428641089e-02
5.194000000000000000e+03 4.336436469727760756e-01 1.305293119886545214e-02
5.195000000000000000e+03 4.180522602107852315e-01 1.356745747532798856e-02
5.196000000000000000e+03 4.370967833648234380e-01 1.392041086582713853e-02
5.197000000000000000e+03 4.419822898839056435e-01 1.397075082518639717e-02
5.198000000000000000e+03 4.316384947192042909e-01 1.427077467200405479e-02
5.199000000000000000e+03 4.356113378482757703e-01 1.456624794366489888e-02
5.200000000000000000e+03 4.359756839449931975e-01 1.439232175298829110e-02
5.201000000000000000e+03 4.285073845953780713e-01 1.396891781962923511e-02
5.202000000000000000e+03 4.180709015041680909e-01 1.385492845199158725e-02
5.203000000000000000e+03 4.177264472952584851e-01 1.350969016145252451e-02
5.204000000000000000e+03 4.106976906982591213e-01 1.339924509337880008e-02
5.205000000000000000e+03 4.152596935580825654e-01 1.325600931672932595e-02
5.206000000000000000e+03 4.253808672456792506e-01 1.323107120269493772e-02
5.207000000000000000e+03 4.238503214399369501e-01 1.319950142376242509e-02
5.208000000000000000e+03 4.154819406639742030e-01 1.335110192434666061e-02
5.209000000000000000e+03 4.351032624286745865e-01 1.342055179034777612e-02
5.210000000000000000e+03 4.393875037102694669e-01 1.328361284455532344e-02
5.211000000000000000e+03 4.327563796166483678e-01 1.333445644497758403e-02
5.212000000000000000e+03 4.335170936801077679e-01 1.338210305578261920e-02
5.213000000000000000e+03 4.363394595918914654e-01 1.346498515173312309e-02
5.214000000000000000e+03 4.180252616670457888e-01 1.314524552213842089e-02
5.215000000000000000e+03 3.943560242433259422e-01 1.314632175137194978e-02
5.216000000000000000e+03 4.051854022457057058e-01 1.328075157564539109e-02
5.217000000000000000e+03 4.200304162441038658e-01 1.336441631220149778e-02
5.218000000000000000e+03 4.190840428034241505e-01 1.346497890073051172e-02
5.219000000000000000e+03 4.321741660665964213e-01 1.354309526092912878e-02
5.220000000000000000e+03 4.384620856010830181e-01 1.348267727957193005e-02
5.221000000000000000e+03 4.250334692524972979e-01 1.338739285116320385e-02
5.222000000000000000e+03 4.174343081383871112e-01 1.346538522027230719e-02
5.223000000000000000e+03 4.168630861196570558e-01 1.348344705492066781e-02
5.224000000000000000e+03 4.190340722518722250e-01 1.330561854420352248e-02
5.225000000000000000e+03 4.127767449931674104e-01 1.331162397565657622e-02
5.226000000000000000e+03 4.090507377727594651e-01 1.325953812984967742e-02
5.227000000000000000e+03 3.941950378605063587e-01 1.310183193678946846e-02
5.228000000000000000e+03 3.990493086999387096e-01 1.305949125540860345e-02
5.229000000000000000e+03 4.026456737983785117e-01 1.309638501692249497e-02
5.230000000000000000e+03 4.007220001310698443e-01 1.315288025132080145e-02
5.231000000000000000e+03 4.022849810588812747e-01 1.323721589949162364e-02
5.232000000000000000e+03 4.048169333278567317e-01 1.303851033294900832e-02
5.233000000000000000e+03 3.889809493211066616e-01 1.318641043650325279e-02
5.234000000000000000e+03 4.101666058395062042e-01 1.342016292012584988e-02
5.235000000000000000e+03 4.321396903559717173e-01 1.329049475109908389e-02
5.236000000000000000e+03 4.155508457599643157e-01 1.326897188030095806e-02
5.237000000000000000e+03 4.125856626538803584e-01 1.355321918544192573e-02
5.238000000000000000e+03 4.267653891379367126e-01 1.387225002700648302e-02
5.239000000000000000e+03 4.494258259223370411e-01 1.392863893353073201e-02
5.240000000000000000e+03 4.541497672670935515e-01 1.384834513482973567e-02
5.241000000000000000e+03 4.584669485225764118e-01 1.378551046664228293e-02
5.242000000000000000e+03 4.406887100802319712e-01 1.316373951226812097e-02
5.243000000000000000e+03 4.002500474056731594e-01 1.319385037251622275e-02
5.244000000000000000e+03 3.939885324528023536e-01 1.322211083529753819e-02
5.245000000000000000e+03 4.052599237332591420e-01 1.344447398208442786e-02
5.246000000000000000e+03 4.273892889516227034e-01 1.353699321454494321e-02
5.247000000000000000e+03 4.440995545008859513e-01 1.331743763130770197e-02
5.248000000000000000e+03 4.226626437416114435e-01 1.319670959502002548e-02
5.249000000000000000e+03 4.074996313706164552e-01 1.323853017690913327e-02
5.250000000000000000e+03 4.109602617264337954e-01 1.331527255070776537e-02
5.251000000000000000e+03 4.210619165142154285e-01 1.335206268128994941e-02
5.252000000000000000e+03 4.205478260050870554e-01 1.329756187545868933e-02
5.253000000000000000e+03 4.018237331254331801e-01 1.306717731628026340e-02
5.254000000000000000e+03 3.990002402753605737e-01 1.338258586725883832e-02
5.255000000000000000e+03 4.005324585375205082e-01 1.365874676954738527e-02
5.256000000000000000e+03 4.224432463480299882e-01 1.369707061537625038e-02
5.257000000000000000e+03 4.218121843333890730e-01 1.341807998305944577e-02
5.258000000000000000e+03 3.941829419248871202e-01 1.332972720543831348e-02
5.259000000000000000e+03 3.908224868730868495e-01 1.329882998999444219e-02
5.260000000000000000e+03 3.968413668806540784e-01 1.324352095106815647e-02
5.261000000000000000e+03 4.150453238284597113e-01 1.338738998308452999e-02
5.262000000000000000e+03 4.501056252417997006e-01 1.332754907988743971e-02
5.263000000000000000e+03 4.517208800801256752e-01 1.313024636877078120e-02
5.264000000000000000e+03 4.171122669794530835e-01 1.282344587566381158e-02
5.265000000000000000e+03 3.909530901827757976e-01 1.291495772995493625e-02
5.266000000000000000e+03 3.972681567110329381e-01 1.300806187217862231e-02
5.267000000000000000e+03 4.023453938003383468e-01 1.307875026333361369e-02
5.268000000000000000e+03 4.255041885504244892e-01 1.309555374205475554e-02
5.269000000000000000e+03 4.369346027765598217e-01 1.308366533771092646e-02
5.270000000000000000e+03 4.207561530378653991e-01 1.311646193955665236e-02
5.271000000000000000e+03 4.046803838292953315e-01 1.319381192021623628e-02
5.272000000000000000e+03 4.106915656830144035e-01 1.314484025135668165e-02
5.273000000000000000e+03 4.110807819847364097e-01 1.323882282851833805e-02
5.274000000000000000e+03 3.996718798593050792e-01 1.318003677533273292e-02
5.275000000000000000e+03 3.912668337106791627e-01 1.330335907673146564e-02
5.276000000000000000e+03 4.010585506414501844e-01 1.343616167307746384e-02
5.277000000000000000e+03 4.105157143765668093e-01 1.348325299994297677e-02
5.278000000000000000e+03 4.129840948030354397e-01 1.358952054496510679e-02
5.279000000000000000e+03 4.319098673545141431e-01 1.362345055865937966e-02
5.280000000000000000e+03 4.530190208922376116e-01 1.338696492309329918e-02
5.281000000000000000e+03 4.260132134346125699e-01 1.310716135400433538e-02
5.282000000000000000e+03 3.988946839919695897e-01 1.327285030669239987e-02
5.283000000000000000e+03 4.173347058505956220e-01 1.319377691412058906e-02
5.284000000000000000e+03 4.230402600504748478e-01 1.317607338066438191e-02
5.285000000000000000e+03 4.110484919511218083e-01 1.318593842493388443e-02
5.286000000000000000e+03 4.121735982967064671e-01 1.319078507966781402e-02
5.287000000000000000e+03 4.144674520490015945e-01 1.331455458310404696e-02
5.288000000000000000e+03 4.113437497984337443e-01 1.332901093875261608e-02
5.289000000000000000e+03 4.056423226558344419e-01 1.326432201236423837e-02
5.290000000000000000e+03 3.970172505302052568e-01 1.336763826302134021e-02
5.291000000000000000e+03 4.151501379879037890e-01 1.338734086915306307e-02
5.292000000000000000e+03 4.127224421082400507e-01 1.307533627087063485e-02
5.293000000000000000e+03 4.020117047721549763e-01 1.362725344500308362e-02
5.294000000000000000e+03 4.237617562792663772e-01 1.327662454993561170e-02
5.295000000000000000e+03 4.212705416585313944e-01 1.333064677848361419e-02
5.296000000000000000e+03 4.162748756598015354e-01 1.337775025326252629e-02
5.297000000000000000e+03 4.288239954596891890e-01 1.326118063700249677e-02
5.298000000000000000e+03 4.014563122040141208e-01 1.306462969322853482e-02
5.299000000000000000e+03 3.820335129952587838e-01 1.311238777224880102e-02
5.300000000000000000e+03 3.949936497570316063e-01 1.332492664290846167e-02
5.301000000000000000e+03 4.129783817624728126e-01 1.337579010901367507e-02
5.302000000000000000e+03 4.182949075628403790e-01 1.335907226412636276e-02
5.303000000000000000e+03 4.209569543064637376e-01 1.324498229296826833e-02
5.304000000000000000e+03 4.183676300856479791e-01 1.319579358955313454e-02
5.305000000000000000e+03 3.962277844453279685e-01 1.309260456996258655e-02
5.306000000000000000e+03 3.829469935939028291e-01 1.310277451417993060e-02
5.307000000000000000e+03 3.854461190246985525e-01 1.318181104625488348e-02
5.308000000000000000e+03 4.029933318085157090e-01 1.322045170634074569e-02
5.309000000000000000e+03 4.056792838230187659e-01 1.311337224569736684e-02
5.310000000000000000e+03 3.942499172088938519e-01 1.300952386904632822e-02
5.311000000000000000e+03 3.841814389960654941e-01 1.308273049489682739e-02
5.312000000000000000e+03 3.844124964037282655e-01 1.317160874070813156e-02
5.313000000000000000e+03 3.848825877459947087e-01 1.315589360116249142e-02
5.314000000000000000e+03 3.887815920384176671e-01 1.315707243916674866e-02
5.315000000000000000e+03 3.886672306768764185e-01 1.320608795780347372e-02
5.316000000000000000e+03 3.824672116034343317e-01 1.325339544246034555e-02
5.317000000000000000e+03 4.065811653047022856e-01 1.324920822195519571e-02
5.318000000000000000e+03 4.093780856458725803e-01 1.316308348935842781e-02
5.319000000000000000e+03 3.985063174551646825e-01 1.317584815060100951e-02
5.320000000000000000e+03 3.996257704861496673e-01 1.316319376935949290e-02
5.321000000000000000e+03 3.985112787748594787e-01 1.312303775019125866e-02
5.322000000000000000e+03 3.958705582659465816e-01 1.319573982680300600e-02
5.323000000000000000e+03 3.907185286609777819e-01 1.337355810521674224e-02
5.324000000000000000e+03 4.066444701652714433e-01 1.310159496554089836e-02
5.325000000000000000e+03 3.965651925367280062e-01 1.298116403375956102e-02
5.326000000000000000e+03 3.857517081780101886e-01 1.298036071737346253e-02
5.327000000000000000e+03 4.044475632326072212e-01 1.288004221328476091e-02
5.328000000000000000e+03 3.991939418900897762e-01 1.295259872292544093e-02
5.329000000000000000e+03 3.881055722458446877e-01 1.299239930345909809e-02
5.330000000000000000e+03 3.821329727040083113e-01 1.298156496589350679e-02
5.331000000000000000e+03 3.927216118579958670e-01 1.313199790662991119e-02
5.332000000000000000e+03 4.062241291370963236e-01 1.331024027584606570e-02
5.333000000000000000e+03 3.952035286222389532e-01 1.329862203444846964e-02
5.334000000000000000e+03 4.060090334513429267e-01 1.335923962996293964e-02
5.335000000000000000e+03 4.262470743822543429e-01 1.310331048777166330e-02
5.336000000000000000e+03 4.111797685235104582e-01 1.296983300373901436e-02
5.337000000000000000e+03 3.867737800545124616e-01 1.300591021540831171e-02
5.338000000000000000e+03 3.961002792255879923e-01 1.303422921343390557e-02
5.339000000000000000e+03 4.030544132916612510e-01 1.303263362605383384e-02
5.340000000000000000e+03 4.028272718559045007e-01 1.300173001321625055e-02
5.341000000000000000e+03 3.994587747753544638e-01 1.306949110107250359e-02
5.342000000000000000e+03 4.093659840700912822e-01 1.323360314599713802e-02
5.343000000000000000e+03 4.220188765196130065e-01 1.320699190326338548e-02
5.344000000000000000e+03 4.122694945568878278e-01 1.293540169901603171e-02
5.345000000000000000e+03 3.846975673717973887e-01 1.290291666768387559e-02
5.346000000000000000e+03 3.861808675002336155e-01 1.309916711902130507e-02
5.347000000000000000e+03 3.993730072517234220e-01 1.294402783490867376e-02
5.348000000000000000e+03 3.877985333517062205e-01 1.301988400060025662e-02
5.349000000000000000e+03 3.907400380599440615e-01 1.311836779977065305e-02
5.350000000000000000e+03 3.935875571287612007e-01 1.313366924927161609e-02
5.351000000000000000e+03 4.022647145716886086e-01 1.300844819296407759e-02
5.352000000000000000e+03 4.001325107172498674e-01 1.286360236944998625e-02
5.353000000000000000e+03 3.937150920529903231e-01 1.321191874029967357e-02
5.354000000000000000e+03 4.068691369800693236e-01 1.312488028934868066e-02
5.355000000000000000e+03 4.075915138543458882e-01 1.311869548206029586e-02
5.356000000000000000e+03 4.004208090991127067e-01 1.295084844419360295e-02
5.357000000000000000e+03 3.853973941841760675e-01 1.306938696001757119e-02
5.358000000000000000e+03 3.938627503200058388e-01 1.316210384386069104e-02
5.359000000000000000e+03 4.011432494906829183e-01 1.302689375665961463e-02
5.360000000000000000e+03 3.793666144362918269e-01 1.301631533137786664e-02
5.361000000000000000e+03 3.882162474120461892e-01 1.316538357369118929e-02
5.362000000000000000e+03 4.115560921739593869e-01 1.316578490164967315e-02
5.363000000000000000e+03 4.013492454930062125e-01 1.307446588446716657e-02
5.364000000000000000e+03 3.915363546941056372e-01 1.282146616285704914e-02
5.365000000000000000e+03 3.897827456279105429e-01 1.274762478775025472e-02
5.366000000000000000e+03 3.782617076056334349e-01 1.279175810573767239e-02
5.367000000000000000e+03 3.832808109978918520e-01 1.293786159068098171e-02
5.368000000000000000e+03 4.025568855642341348e-01 1.308559578844607600e-02
5.369000000000000000e+03 4.069702370628529575e-01 1.296675560712583046e-02
5.370000000000000000e+03 4.023371834027363314e-01 1.285409551016340052e-02
5.371000000000000000e+03 3.953400762065337193e-01 1.286169756661883178e-02
5.372000000000000000e+03 3.901597761433975298e-01 1.273136865949172497e-02
5.373000000000000000e+03 3.758999886912524069e-01 1.273789184771040826e-02
5.374000000000000000e+03 3.818491279876619071e-01 1.305502205454058158e-02
5.375000000000000000e+03 4.073222250197609529e-01 1.304567130983210789e-02
5.376000000000000000e+03 3.999793519639019967e-01 1.306673340709140971e-02
5.377000000000000000e+03 3.922353761330585331e-01 1.289778123547241293e-02
5.378000000000000000e+03 3.868209773489373893e-01 1.308664153805281019e-02
5.379000000000000000e+03 4.001845051570388501e-01 1.313322971193661703e-02
5.380000000000000000e+03 4.114059769245079212e-01 1.298508178578194720e-02
5.381000000000000000e+03 3.964998296357125085e-01 1.291440360940027295e-02
5.382000000000000000e+03 3.867426576352123169e-01 1.284061976946572828e-02
5.383000000000000000e+03 3.830088685412644800e-01 1.281010175851166402e-02
5.384000000000000000e+03 3.838865159055730447e-01 1.289899547173504850e-02
5.385000000000000000e+03 3.835395853312832948e-01 1.288136191857751182e-02
5.386000000000000000e+03 3.915227953741002853e-01 1.302685032698905516e-02
5.387000000000000000e+03 4.023942230902732287e-01 1.302233049676193057e-02
5.388000000000000000e+03 4.040135349393724762e-01 1.302507291787061497e-02
5.389000000000000000e+03 4.017909099347649615e-01 1.288308447432512209e-02
5.390000000000000000e+03 3.989945288890648922e-01 1.280430999578443911e-02
5.391000000000000000e+03 3.874800772981864538e-01 1.284983891219196664e-02
5.392000000000000000e+03 3.821866131139531331e-01 1.293162342998721223e-02
5.393000000000000000e+03 3.870944206116014863e-01 1.292176372846163407e-02
5.394000000000000000e+03 4.022842167029817007e-01 1.302078605184127727e-02
5.395000000000000000e+03 4.134767872967377578e-01 1.296516335385550396e-02
5.396000000000000000e+03 3.977038607808270898e-01 1.301258781709394366e-02
5.397000000000000000e+03 3.923451349567963486e-01 1.304328937702725275e-02
5.398000000000000000e+03 3.991151252958194395e-01 1.276910896514253657e-02
5.399000000000000000e+03 3.870357596260884936e-01 1.280590096635991770e-02
5.400000000000000000e+03 3.848184735633909392e-01 1.284747518449916304e-02
5.401000000000000000e+03 3.904871958067372417e-01 1.286958026147974436e-02
5.402000000000000000e+03 3.791160714804311938e-01 1.294826245349525035e-02
5.403000000000000000e+03 3.892976941602104279e-01 1.285705211972026224e-02
5.404000000000000000e+03 4.004393546713803653e-01 1.259162237134249171e-02
5.405000000000000000e+03 3.989165682222521880e-01 1.294932153333287587e-02
5.406000000000000000e+03 4.101626112429701543e-01 1.285970204710341208e-02
5.407000000000000000e+03 3.966478416501549864e-01 1.279877186306345276e-02
5.408000000000000000e+03 3.829766087706075184e-01 1.274810219886724633e-02
5.409000000000000000e+03 3.889085449076891132e-01 1.276087947892554433e-02
5.410000000000000000e+03 3.845632622153912217e-01 1.284925447806153052e-02
5.411000000000000000e+03 3.821978382532709717e-01 1.280385128032943999e-02
5.412000000000000000e+03 3.816531176371270595e-01 1.285475509661083114e-02
5.413000000000000000e+03 3.985984133778836536e-01 1.303889285679607317e-02
5.414000000000000000e+03 4.178921671626912304e-01 1.305520780608376147e-02
5.415000000000000000e+03 4.069303182861811474e-01 1.294113957432931582e-02
5.416000000000000000e+03 3.933014402634392725e-01 1.302522785882063300e-02
5.417000000000000000e+03 3.861121145300439039e-01 1.287371308513183925e-02
5.418000000000000000e+03 3.878709551824180979e-01 1.292163978381431245e-02
5.419000000000000000e+03 3.991467965912127713e-01 1.283891909584734467e-02
5.420000000000000000e+03 3.967355851116519116e-01 1.292475518570696848e-02
5.421000000000000000e+03 3.959327797105324787e-01 1.292938497716550339e-02
5.422000000000000000e+03 3.951908861951780039e-01 1.292079556638321171e-02
5.423000000000000000e+03 3.887162899096977542e-01 1.287731740429896334e-02
5.424000000000000000e+03 3.918297725135529430e-01 1.281379730962635584e-02
5.425000000000000000e+03 3.924993364676961360e-01 1.293975417017185700e-02
5.426000000000000000e+03 3.919847321027712383e-01 1.287901724232756034e-02
5.427000000000000000e+03 3.855389583595404401e-01 1.274811038015281894e-02
5.428000000000000000e+03 3.831729049495946060e-01 1.293285659908917189e-02
5.429000000000000000e+03 3.958361171516597832e-01 1.292344094511219989e-02
5.430000000000000000e+03 3.995023904061520414e-01 1.299176774707498823e-02
5.431000000000000000e+03 4.119170259280526825e-01 1.283914468672252285e-02
5.432000000000000000e+03 4.087593025424819393e-01 1.284996564303440489e-02
5.433000000000000000e+03 3.969938968067783791e-01 1.287994068943118693e-02
5.434000000000000000e+03 3.796657164226024950e-01 1.279062262435241674e-02
5.435000000000000000e+03 3.766138848304675379e-01 1.291012773622943720e-02
5.436000000000000000e+03 3.958443862661805701e-01 1.296941124411513449e-02
5.437000000000000000e+03 4.095559980953495938e-01 1.303887961019472956e-02
5.438000000000000000e+03 4.028823095995320291e-01 1.287308544794531565e-02
5.439000000000000000e+03 3.903711527028023154e-01 1.293609232288031943e-02
5.440000000000000000e+03 3.961924852006782349e-01 1.324149846926722315e-02
5.441000000000000000e+03 4.127847232010914968e-01 1.307751003616395083e-02
5.442000000000000000e+03 4.102550054396385537e-01 1.306463476857223742e-02
5.443000000000000000e+03 4.111063694639738308e-01 1.303786554819967580e-02
5.444000000000000000e+03 3.998006731981767481e-01 1.298427575705879064e-02
5.445000000000000000e+03 3.865162238999581557e-01 1.309008226304094608e-02
5.446000000000000000e+03 4.044126019394188587e-01 1.288923016509382728e-02
5.447000000000000000e+03 4.000736122161524522e-01 1.285451737735863499e-02
5.448000000000000000e+03 3.872013066339094478e-01 1.301044022036565266e-02
5.449000000000000000e+03 3.964931792188978177e-01 1.299910540767073956e-02
5.450000000000000000e+03 4.026780556245140863e-01 1.300368260943974424e-02
5.451000000000000000e+03 4.008215602583417025e-01 1.290907742350826115e-02
5.452000000000000000e+03 3.906375966400690292e-01 1.296595127384120132e-02
5.453000000000000000e+03 3.844838162047773400e-01 1.297155656218598567e-02
5.454000000000000000e+03 3.900830117380160722e-01 1.283415166747920756e-02
5.455000000000000000e+03 3.781955844553097634e-01 1.278625517330170616e-02
5.456000000000000000e+03 3.699388437438798638e-01 1.291856597745958020e-02
5.457000000000000000e+03 3.885482695128072428e-01 1.302224217621150877e-02
5.458000000000000000e+03 4.051442426892636339e-01 1.314809118443321413e-02
5.459000000000000000e+03 4.048538578368992003e-01 1.307155592995041388e-02
5.460000000000000000e+03 3.982187937583579473e-01 1.302568957698843795e-02
5.461000000000000000e+03 3.984317087171558858e-01 1.293705489464956442e-02
5.462000000000000000e+03 3.976359344409419183e-01 1.298998527002121102e-02
5.463000000000000000e+03 3.910602711255697916e-01 1.294157036034379073e-02
5.464000000000000000e+03 3.828315842256340695e-01 1.281949866659322368e-02
5.465000000000000000e+03 3.860243504605167519e-01 1.285107274248113371e-02
5.466000000000000000e+03 3.874459161886432135e-01 1.285714716541105050e-02
5.467000000000000000e+03 3.877671598590541335e-01 1.284031970515112954e-02
5.468000000000000000e+03 3.790269154505553351e-01 1.306673683996279964e-02
5.469000000000000000e+03 3.881707480125096144e-01 1.300074809998979890e-02
5.470000000000000000e+03 4.008000460707724089e-01 1.311221824611776519e-02
5.471000000000000000e+03 4.008425865933892829e-01 1.289478929979420881e-02
5.472000000000000000e+03 3.878002384624644194e-01 1.286756655679017515e-02
5.473000000000000000e+03 3.845743557314016403e-01 1.295220074972300121e-02
5.474000000000000000e+03 4.001328225817559758e-01 1.295131307612115874e-02
5.475000000000000000e+03 3.962760254831025342e-01 1.292619449512564557e-02
5.476000000000000000e+03 3.964439216772603913e-01 1.290263987186150360e-02
5.477000000000000000e+03 3.937430301184825510e-01 1.269267574433880115e-02
5.478000000000000000e+03 3.781483606797550467e-01 1.279148890293905702e-02
5.479000000000000000e+03 3.894640421189561330e-01 1.289650553252338211e-02
5.480000000000000000e+03 3.940925828123184038e-01 1.280992064874833351e-02
5.481000000000000000e+03 3.757981563908439626e-01 1.282897045799030050e-02
5.482000000000000000e+03 3.869304922481928144e-01 1.277581488172483022e-02
5.483000000000000000e+03 3.894368046582189491e-01 1.280601044446952677e-02
5.484000000000000000e+03 3.788559234451286950e-01 1.287309949598961813e-02
5.485000000000000000e+03 3.860931181318005279e-01 1.291057197419709021e-02
5.486000000000000000e+03 3.903500383426671272e-01 1.276697791995437190e-02
5.487000000000000000e+03 3.764238702563859063e-01 1.266544739659287121e-02
5.488000000000000000e+03 3.856400224441777769e-01 1.296685846629011887e-02
5.489000000000000000e+03 3.977382187492840560e-01 1.272338105967945818e-02
5.490000000000000000e+03 3.784466656682962116e-01 1.268320899125044594e-02
5.491000000000000000e+03 3.699931097385765755e-01 1.249804839954057022e-02
5.492000000000000000e+03 3.675588053806556066e-01 1.271934800624915408e-02
5.493000000000000000e+03 3.807087215742249731e-01 1.277087286839620299e-02
5.494000000000000000e+03 3.917063185403482084e-01 1.263432073444522089e-02
5.495000000000000000e+03 3.753356454894393734e-01 1.262645776648038676e-02
5.496000000000000000e+03 3.762564965744720769e-01 1.270184779813990535e-02
5.497000000000000000e+03 3.797017794708985039e-01 1.263455679657470368e-02
5.498000000000000000e+03 3.662472091006113706e-01 1.268042123103156442e-02
5.499000000000000000e+03 3.651243581439437280e-01 1.251414330144872897e-02
5.500000000000000000e+03 3.620648482047939543e-01 1.256051186485197119e-02
5.600000000000000000e+03 3.493938581071546756e-01 1.695740837898923603e-02
5.601000000000000000e+03 3.775420635618547127e-01 1.699311884195346678e-02
5.602000000000000000e+03 3.773834214332373871e-01 1.698963428660830305e-02
5.603000000000000000e+03 3.439679750536865366e-01 1.682613699135114549e-02
5.604000000000000000e+03 3.691229206730359813e-01 1.664073155353824190e-02
5.605000000000000000e+03 3.329145515848521142e-01 1.648758843670588420e-02
5.606000000000000000e+03 2.757170746294568264e-01 1.629458401781936835e-02
5.607000000000000000e+03 3.019053349103471007e-01 1.612471604461442054e-02
5.608000000000000000e+03 3.364579510955332253e-01 1.586531251420146907e-02
5.609000000000000000e+03 3.037226163462348749e-01 1.594063608226791579e-02
5.610000000000000000e+03 3.149061135425546554e-01 1.594052677378552524e-02
5.611000000000000000e+03 3.746599379084363801e-01 1.542710179799836046e-02
5.612000000000000000e+03 3.804996863028400345e-01 1.506456350445186873e-02
5.613000000000000000e+03 3.660433445815164943e-01 1.503744665341557110e-02
5.614000000000000000e+03 3.573510914958731299e-01 1.491366027007505479e-02
5.615000000000000000e+03 3.424452348770647414e-01 1.469119139457306621e-02
5.616000000000000000e+03 3.243394941391707365e-01 1.447316389665932040e-02
5.617000000000000000e+03 3.233415009125395478e-01 1.744355938912741169e-02
5.618000000000000000e+03 3.457960629631673388e-01 1.734237391178357693e-02
5.619000000000000000e+03 3.750347535298495516e-01 1.726111136221494466e-02
5.620000000000000000e+03 3.616378813417910343e-01 1.513151391045397878e-02
5.621000000000000000e+03 3.463419871750156309e-01 1.398157513118873478e-02
5.622000000000000000e+03 3.155254110338343576e-01 1.388652907365303321e-02
5.623000000000000000e+03 3.374859666313165807e-01 1.380061262159834427e-02
5.624000000000000000e+03 3.509562596351956665e-01 1.368524087970660053e-02
5.625000000000000000e+03 3.458494204815412143e-01 1.360472496179948587e-02
5.626000000000000000e+03 3.463227899187265590e-01 1.357566657324321691e-02
5.627000000000000000e+03 3.587271840723960659e-01 1.358886949433645366e-02
5.628000000000000000e+03 4.174064731964691188e-01 1.365524558010239482e-02
5.629000000000000000e+03 4.391100473248958358e-01 1.354476723608017893e-02
5.630000000000000000e+03 3.813097112560388524e-01 1.331986595996953633e-02
5.631000000000000000e+03 3.435881923292986584e-01 1.329756551089204299e-02
5.632000000000000000e+03 3.577165531605637216e-01 1.334229221670954132e-02
5.633000000000000000e+03 3.844739459632990353e-01 1.315014083702533906e-02
5.634000000000000000e+03 3.520184041414077258e-01 1.300590721485650816e-02
5.635000000000000000e+03 3.324296341545078248e-01 1.313971047174001400e-02
5.636000000000000000e+03 3.541988685358745670e-01 1.320415124774937041e-02
5.637000000000000000e+03 3.503298479579850522e-01 1.313729232221782367e-02
