t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
887092842.995,887094097.995,887093345.7352598,887092846.38,887094077.725,0.04623578301786963,0.0076421033024421945,6.473009622501749e-17,1.0698944623419073e-17,22.157554457640146,0.1660808316599116,0.19615507144845168,0.04685684300537469,0.007609212060314681,6.559958020752456e-17,1.0652896884440555e-17,22.143067438703813,0.16338224069946605,0.19239894353181342,0.059270678832786014,0.006919057879943436,8.297895036590042e-17,9.68668103192081e-18,21.887900246790053,0.11987688071481628,0.13477442021785535,77.0,73.38138009319928,143.0,150.77157088042298,1238.0722059928194,16.13814221646009,15.36922510767583,1.050056477318166,265.1434631347656,483.84735107421875,158.79755608147,125.28110335283147,28.739438307642185,10.909090995788574,0.0
