t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
827569366.995,827569481.995,827569429.6642859,827569370.06,827569478.49,0.12025117436653228,0.036049169722237664,1.683516441131452e-16,5.046883761113273e-17,21.11977668409189,0.28467651934602145,0.386917238121228,0.11901894159088795,0.0362004068206579,1.6662651822724315e-16,5.0680569548921064e-17,21.130959790346957,0.28832443034288247,0.393721352967912,0.13340123238529614,0.03439381603762303,1.867617253394146e-16,4.815134245267224e-17,21.007100395770163,0.2490482477537732,0.32373028545732296,14.0,15.043848644103788,15.0,13.854558922278951,112.77143677843537,1.482950936495784,1.6219115970506741,0.9309754951952557,320.4287414550781,252.8795928955078,167.26027434215908,152.0159294097657,21.07325066637826,7.714285850524902,0.0
