t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
827569366.995,827569481.995,827569421.2586,827569368.09,827569479.505,0.464431570186646,0.08478818063276165,9.567290345844907e-17,1.74663652103489e-17,20.91269566585303,0.18206103277486818,0.2188647285592218,0.4072134575091944,0.08806915198964997,8.388597224689404e-17,1.8142245309867895e-17,21.0554446948916,0.2125773928445014,0.2645875557733639,0.5948626435791465,0.07678682437369713,1.2254170457730417e-16,1.5818085820981608e-17,20.643958258040755,0.13181494568948082,0.15005843596984292,50.0,60.01502334313738,147.0,122.93916875113973,100.88887576137124,13.159044358918289,18.93171542013384,0.8338221981625802,320.837646484375,252.53927612304688,167.36589646773263,152.016093326503,21.07290373313638,12.119999885559082,0.0
