t0,t1,t_mean,t0_data,t1_data,cps_bgsub,cps_bgsub_err,flux_bgsub,flux_bgsub_err,mag_bgsub,mag_bgsub_err_1,mag_bgsub_err_2,cps_mcatbgsub,cps_mcatbgsub_err,flux_mcatbgsub,flux_mcatbgsub_err,mag_mcatbgsub,mag_mcatbgsub_err_1,mag_mcatbgsub_err_2,cps,cps_err,flux,flux_err,mag,mag_err_1,mag_err_2,counts,flat_counts,bg_counts,bg_flat_counts,exptime,bg,mcat_bg,responses,detxs,detys,detrad,racent,deccent,q_mean,flags
772988379.995,772988590.995,772988516.843611,772988405.933,772988588.463,0.031386553387316746,0.027536840737423483,4.3941174742243443e-17,3.855157703239288e-17,22.578140930808207,0.6838603189701971,2.2782882838770817,0.03681767748259514,0.027041865804409294,5.1544748475633194e-17,3.7858612126173014e-17,22.40485902737918,0.5979235479079819,1.4397589058596054,0.09191548224957935,0.021382215111920302,1.286816751494111e-16,2.993510115668842e-17,21.411528324656466,0.22708103326560902,0.2874866727008971,18.0,18.478722837499177,22.0,21.053215288569,201.04037301706856,12.168758436792881,11.076883222776125,0.9748163956391979,477.82080078125,438.2215270996094,86.70041619312548,269.1434161279295,8.043601155152425,13.277777671813965,0.0
