wavelength flux unc
4.764000000000000000e+03 8.400089107453823090e-03 1.782010891474783421e-03
4.765000000000000000e+03 5.183055531233549118e-03 1.731338445097208023e-03
4.766000000000000000e+03 2.263271017000079155e-03 1.741878921166062355e-03
4.767000000000000000e+03 7.368056569248437881e-03 1.726502436213195324e-03
4.768000000000000000e+03 7.019533775746822357e-03 1.716978149488568306e-03
4.769000000000000000e+03 2.769681857898831367e-03 1.742734457366168499e-03
4.770000000000000000e+03 1.671237871050834656e-03 1.740116160362958908e-03
4.771000000000000000e+03 6.679670885205268860e-03 1.746091875247657299e-03
4.772000000000000000e+03 4.020923748612403870e-03 1.743278931826353073e-03
4.773000000000000000e+03 2.177608665078878403e-03 1.704813912510871887e-03
4.774000000000000000e+03 2.918501151725649834e-03 1.776290358975529671e-03
4.775000000000000000e+03 8.439131081104278564e-03 1.760461134836077690e-03
4.776000000000000000e+03 6.255310960114002228e-03 1.768858171999454498e-03
4.777000000000000000e+03 5.738328676670789719e-03 1.739811501465737820e-03
4.778000000000000000e+03 4.765301477164030075e-03 1.725559937767684460e-03
4.779000000000000000e+03 2.642365638166666031e-03 1.752559095621109009e-03
4.780000000000000000e+03 7.854248397052288055e-03 1.738444785587489605e-03
4.781000000000000000e+03 6.962641607969999313e-03 1.702583744190633297e-03
4.782000000000000000e+03 5.387707147747278214e-03 1.729929703287780285e-03
4.783000000000000000e+03 4.301135893911123276e-03 1.690657809376716614e-03
4.784000000000000000e+03 9.709503501653671265e-03 1.723017194308340549e-03
4.785000000000000000e+03 2.598796505481004715e-03 1.722284359857439995e-03
4.786000000000000000e+03 2.769409213215112686e-03 1.708557014353573322e-03
4.787000000000000000e+03 4.959999118000268936e-03 1.661123940721154213e-03
4.788000000000000000e+03 5.297106225043535233e-03 1.662636059336364269e-03
4.789000000000000000e+03 2.871894044801592827e-03 1.643639756366610527e-03
4.790000000000000000e+03 3.465485759079456329e-03 1.659417292103171349e-03
4.791000000000000000e+03 2.345138491364195943e-04 1.668086508288979530e-03
4.792000000000000000e+03 6.004536058753728867e-03 1.714352518320083618e-03
4.793000000000000000e+03 1.227675355039536953e-03 1.707092160359025002e-03
4.794000000000000000e+03 -3.294900991022586823e-03 1.694555277936160564e-03
4.795000000000000000e+03 8.065274916589260101e-03 1.635938766412436962e-03
4.796000000000000000e+03 -1.015955058392137289e-04 1.710585318505764008e-03
4.797000000000000000e+03 3.698244690895080566e-04 1.667515956796705723e-03
4.798000000000000000e+03 -1.151885604485869408e-03 1.671620295383036137e-03
4.799000000000000000e+03 -4.092638846486806870e-03 1.713035278953611851e-03
4.800000000000000000e+03 5.091703031212091446e-03 1.678210450336337090e-03
4.801000000000000000e+03 4.715583287179470062e-03 1.689284224994480610e-03
4.802000000000000000e+03 -4.235208616591989994e-04 1.637228066101670265e-03
4.803000000000000000e+03 3.743374254554510117e-03 1.627232297323644161e-03
4.804000000000000000e+03 5.787491798400878906e-03 1.628930098377168179e-03
4.805000000000000000e+03 1.796739990822970867e-03 1.625161035917699337e-03
4.806000000000000000e+03 -2.335229946766048670e-04 1.712942961603403091e-03
4.807000000000000000e+03 6.271574180573225021e-03 1.644412172026932240e-03
4.808000000000000000e+03 7.836965844035148621e-03 1.670556259341537952e-03
4.809000000000000000e+03 7.226365618407726288e-03 1.676894258707761765e-03
4.810000000000000000e+03 6.068805232644081116e-03 1.662939088419079781e-03
4.811000000000000000e+03 1.934595173224806786e-03 1.698660431429743767e-03
4.812000000000000000e+03 6.008678581565618515e-03 1.698783831670880318e-03
4.813000000000000000e+03 4.917685873806476593e-03 1.684714225120842457e-03
4.814000000000000000e+03 -2.903150161728262901e-04 1.710727810859680176e-03
4.815000000000000000e+03 3.751126118004322052e-03 1.664986368268728256e-03
4.816000000000000000e+03 6.671175826340913773e-03 1.687455805949866772e-03
4.817000000000000000e+03 4.950961563736200333e-03 1.645804615691304207e-03
4.818000000000000000e+03 4.453414119780063629e-03 1.689306925982236862e-03
4.819000000000000000e+03 6.451689638197422028e-03 1.709911739453673363e-03
4.820000000000000000e+03 9.353509172797203064e-03 1.716807368211448193e-03
