Host           band    mag     magerr   system      extinction      source      ref
ASAS-SN15no       i     18.15  0.03  std no  PS1                               (4)
ASAS-SN15no       z     18.08  0.02  std no  PS1                               (4)
ASAS-SN15no       y     18.00  0.07  std no  PS1                               (4)
ASAS-SN15nx       NUV   19.88  0.29  std no  GALEX                             (3)
ASAS-SN15nx       g     17.67  0.09  std no  PS1                               (4)
ASAS-SN15nx       r     17.24  0.10  std no  PS1                               (4)
ASAS-SN15nx       i     16.98  0.14  std no  PS1                               (4)
ASAS-SN15nx       z     16.85  0.10  std no  PS1                               (4)
ASAS-SN15nx       y     16.65  0.13  std no  PS1                               (4)   
ASAS-SN15ov       NUV   16.87  0.01  std no  GALEX                             (3) 
ASAS-SN15ov       g     15.33  0.01  std no  PS1                               (4) 
ASAS-SN15ov       r     15.12  0.01  std no  PS1                               (4) 
ASAS-SN15ov       i     14.89  0.02  std no  PS1                               (4) 
ASAS-SN15ov       z     14.80  0.01  std no  PS1                               (4) 
ASAS-SN15ov       y     14.67  0.05  std no  PS1                               (4) 
ASAS-SN15ov       J     13.73  0.07  std no  2MASS                             (5) 
ASAS-SN15ov       H     13.34  0.10  std no  2MASS                             (5) 
ASAS-SN15ov       Ks    13.08  0.17  std no  2MASS                             (5)
ASAS-SN15qh       NUV   15.47  0.01  std no  GALEX                             (3) 
ASAS-SN15qh       g     13.32  0.02  std no  PS1                               (4) 
ASAS-SN15qh       r     12.86  0.02  std no  PS1                               (4) 
ASAS-SN15qh       i     12.63  0.02  std no  PS1                               (4) 
ASAS-SN15qh       z     12.53  0.03  std no  PS1                               (4) 
ASAS-SN15qh       y     12.28  0.04  std no  PS1                               (4) 
ASAS-SN15qh       J     11.22  0.05  std no  2MASS                             (5) 
ASAS-SN15qh       H     10.26  0.06  std no  2MASS                             (5) 
ASAS-SN15qh       Ks    10.33  0.09  std no  2MASS                             (5)
ASAS-SN15rb       FUV   19.04  0.27  std no  GALEX                             (1)  
ASAS-SN15rb       NUV   18.64  0.09  std no  GALEX                             (1)  
ASAS-SN15rb       u     17.87  0.06  std no  SDSS                              (1)  
ASAS-SN15rb       g     16.97  0.01  std no  SDSS                              (1)  
ASAS-SN15rb       r     16.60  0.02  std no  SDSS                              (1)  
ASAS-SN15rb       i     16.36  0.01  std no  SDSS                              (1)  
ASAS-SN15rb       z     16.27  0.06  std no  SDSS                              (1)  
ASAS-SN15rb       J     15.41  0.04  std no  2MASS                             (2)  
ASAS-SN15tm       NUV   18.69  0.04  std no  GALEX                             (3)       
ASAS-SN15tm       u     17.57  0.05  std no  SDSS                              (6)       
ASAS-SN15tm       g     16.34  0.04  std no  PS1                               (4)       
ASAS-SN15tm       r     15.76  0.02  std no  PS1                               (4)       
ASAS-SN15tm       i     15.51  0.04  std no  PS1                               (4)       
ASAS-SN15tm       z     15.31  0.04  std no  PS1                               (4)       
ASAS-SN15tm       y     15.16  0.07  std no  PS1                               (4)       
ASAS-SN15tm       J     14.28  0.09  std no  2MASS                             (2)       
ASAS-SN15tm       H     13.88  0.13  std no  2MASS                             (2)       
ASAS-SN15tm       Ks    13.33  0.13  std no  2MASS                             (2)
ASAS-SN15tw       NUV   14.89  0.01  std no  GALEX                             (3) 
ASAS-SN15tw       g     13.33  0.01  std no  PS1                               (4) 
ASAS-SN15tw       r     12.93  0.01  std no  PS1                               (4) 
ASAS-SN15tw       i     12.77  0.01  std no  PS1                               (4) 
ASAS-SN15tw       z     12.61  0.01  std no  PS1                               (4) 
ASAS-SN15tw       y     12.59  0.01  std no  PS1                               (4)  
ASAS-SN15tw       J     11.85  0.05  std no  2MASS                             (2) 
ASAS-SN15tw       H     11.19  0.07  std no  2MASS                             (2) 
ASAS-SN15tw       Ks    10.88  0.13  std no  2MASS                             (2) 
ASAS-SN15ua       NUV   21.44  0.12  std no  GALEX                             (3)
ASAS-SN15ua       u     21.61  0.36  std no  SDSS                              (6)
ASAS-SN15ua       g     19.93  0.08  std no  PS1                               (4)
ASAS-SN15ua       r     19.70  0.08  std no  PS1                               (4)
ASAS-SN15ua       i     19.49  0.09  std no  PS1                               (4)
ASAS-SN15ua       z     19.26  0.09  std no  PS1                               (4)
ASAS-SN15ua       y     19.31  0.21  std no  PS1                               (4)
ASAS-SN15ug       NUV   22.39  0.29  std no  GALEX                             (3)
ASAS-SN15ug       g     20.19  0.12  std no  PS1                               (4)
ASAS-SN15ug       r     19.59  0.10  std no  PS1                               (4)
ASAS-SN15ug       i     19.66  0.13  std no  PS1                               (4)
ASAS-SN15ug       z     19.62  0.16  std no  PS1                               (4)
ASAS-SN15ug       y     19.71  0.35  std no  PS1                               (4) 
ASAS-SN15un       NUV   17.58  0.03  std no  GALEX                             (3) 
ASAS-SN15un       g     15.57  0.01  std no  PS1                               (4) 
